ServiceDescriptor;ServiceDescriptor._implementationType;ServiceDescriptor._implementationInstance;ServiceDescriptor._implementationFactory;ServiceDescriptor.Lifetime;ServiceDescriptor.ServiceKey;ServiceDescriptor.ServiceType;ServiceDescriptor.ImplementationType;ServiceDescriptor.KeyedImplementationType;ServiceDescriptor.ImplementationInstance;ServiceDescriptor.KeyedImplementationInstance;ServiceDescriptor.ImplementationFactory;ServiceDescriptor.KeyedImplementationFactory;ServiceDescriptor.IsKeyedService
"ServiceType: Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.AspNetCore.Antiforgery.AntiforgeryOptions] Lifetime: Transient ImplementationType: Microsoft.AspNetCore.Antiforgery.AntiforgeryOptionsSetup";Microsoft.AspNetCore.Antiforgery.AntiforgeryOptionsSetup;"";"";Transient;"";Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.AspNetCore.Antiforgery.AntiforgeryOptions];Microsoft.AspNetCore.Antiforgery.AntiforgeryOptionsSetup;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.AspNetCore.Builder.ForwardedHeadersOptions] Lifetime: Transient ImplementationType: Microsoft.AspNetCore.ForwardedHeadersOptionsSetup";Microsoft.AspNetCore.ForwardedHeadersOptionsSetup;"";"";Transient;"";Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.AspNetCore.Builder.ForwardedHeadersOptions];Microsoft.AspNetCore.ForwardedHeadersOptionsSetup;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.AspNetCore.DataProtection.DataProtectionOptions] Lifetime: Transient ImplementationType: Microsoft.AspNetCore.DataProtection.Internal.DataProtectionOptionsSetup";Microsoft.AspNetCore.DataProtection.Internal.DataProtectionOptionsSetup;"";"";Transient;"";Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.AspNetCore.DataProtection.DataProtectionOptions];Microsoft.AspNetCore.DataProtection.Internal.DataProtectionOptionsSetup;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.AspNetCore.DataProtection.KeyManagement.KeyManagementOptions] Lifetime: Singleton ImplementationType: Microsoft.AspNetCore.DataProtection.Internal.KeyManagementOptionsSetup";Microsoft.AspNetCore.DataProtection.Internal.KeyManagementOptionsSetup;"";"";Singleton;"";Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.AspNetCore.DataProtection.KeyManagement.KeyManagementOptions];Microsoft.AspNetCore.DataProtection.Internal.KeyManagementOptionsSetup;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.AspNetCore.Hosting.GenericWebHostServiceOptions] Lifetime: Singleton ImplementationInstance: Microsoft.Extensions.Options.ConfigureNamedOptions`1[Microsoft.AspNetCore.Hosting.GenericWebHostServiceOptions]";"";Microsoft.Extensions.Options.ConfigureNamedOptions`1[Microsoft.AspNetCore.Hosting.GenericWebHostServiceOptions];"";Singleton;"";Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.AspNetCore.Hosting.GenericWebHostServiceOptions];"";"Exception has been thrown by the target of an invocation.";Microsoft.Extensions.Options.ConfigureNamedOptions`1[Microsoft.AspNetCore.Hosting.GenericWebHostServiceOptions];"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.AspNetCore.Hosting.GenericWebHostServiceOptions] Lifetime: Singleton ImplementationInstance: Microsoft.Extensions.Options.ConfigureNamedOptions`1[Microsoft.AspNetCore.Hosting.GenericWebHostServiceOptions]";"";Microsoft.Extensions.Options.ConfigureNamedOptions`1[Microsoft.AspNetCore.Hosting.GenericWebHostServiceOptions];"";Singleton;"";Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.AspNetCore.Hosting.GenericWebHostServiceOptions];"";"Exception has been thrown by the target of an invocation.";Microsoft.Extensions.Options.ConfigureNamedOptions`1[Microsoft.AspNetCore.Hosting.GenericWebHostServiceOptions];"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.AspNetCore.Mvc.ApiBehaviorOptions] Lifetime: Transient ImplementationType: Microsoft.Extensions.DependencyInjection.ApiBehaviorOptionsSetup";Microsoft.Extensions.DependencyInjection.ApiBehaviorOptionsSetup;"";"";Transient;"";Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.AspNetCore.Mvc.ApiBehaviorOptions];Microsoft.Extensions.DependencyInjection.ApiBehaviorOptionsSetup;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.AspNetCore.Mvc.MvcOptions] Lifetime: Transient ImplementationType: Microsoft.AspNetCore.Mvc.MvcCoreMvcOptionsSetup";Microsoft.AspNetCore.Mvc.MvcCoreMvcOptionsSetup;"";"";Transient;"";Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.AspNetCore.Mvc.MvcOptions];Microsoft.AspNetCore.Mvc.MvcCoreMvcOptionsSetup;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.AspNetCore.Mvc.MvcOptions] Lifetime: Transient ImplementationType: Microsoft.Extensions.DependencyInjection.MvcDataAnnotationsMvcOptionsSetup";Microsoft.Extensions.DependencyInjection.MvcDataAnnotationsMvcOptionsSetup;"";"";Transient;"";Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.AspNetCore.Mvc.MvcOptions];Microsoft.Extensions.DependencyInjection.MvcDataAnnotationsMvcOptionsSetup;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.AspNetCore.Mvc.MvcOptions] Lifetime: Transient ImplementationType: Microsoft.Extensions.DependencyInjection.TempDataMvcOptionsSetup";Microsoft.Extensions.DependencyInjection.TempDataMvcOptionsSetup;"";"";Transient;"";Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.AspNetCore.Mvc.MvcOptions];Microsoft.Extensions.DependencyInjection.TempDataMvcOptionsSetup;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.AspNetCore.Mvc.MvcViewOptions] Lifetime: Transient ImplementationType: Microsoft.Extensions.DependencyInjection.MvcRazorMvcViewOptionsSetup";Microsoft.Extensions.DependencyInjection.MvcRazorMvcViewOptionsSetup;"";"";Transient;"";Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.AspNetCore.Mvc.MvcViewOptions];Microsoft.Extensions.DependencyInjection.MvcRazorMvcViewOptionsSetup;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.AspNetCore.Mvc.MvcViewOptions] Lifetime: Transient ImplementationType: Microsoft.Extensions.DependencyInjection.MvcViewOptionsSetup";Microsoft.Extensions.DependencyInjection.MvcViewOptionsSetup;"";"";Transient;"";Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.AspNetCore.Mvc.MvcViewOptions];Microsoft.Extensions.DependencyInjection.MvcViewOptionsSetup;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.AspNetCore.Mvc.Razor.RazorViewEngineOptions] Lifetime: Transient ImplementationType: Microsoft.AspNetCore.Mvc.Razor.RazorViewEngineOptionsSetup";Microsoft.AspNetCore.Mvc.Razor.RazorViewEngineOptionsSetup;"";"";Transient;"";Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.AspNetCore.Mvc.Razor.RazorViewEngineOptions];Microsoft.AspNetCore.Mvc.Razor.RazorViewEngineOptionsSetup;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.AspNetCore.Routing.RouteHandlerOptions] Lifetime: Transient ImplementationType: Microsoft.AspNetCore.Routing.ConfigureRouteHandlerOptions";Microsoft.AspNetCore.Routing.ConfigureRouteHandlerOptions;"";"";Transient;"";Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.AspNetCore.Routing.RouteHandlerOptions];Microsoft.AspNetCore.Routing.ConfigureRouteHandlerOptions;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.AspNetCore.Routing.RouteOptions] Lifetime: Singleton ImplementationType: Microsoft.Extensions.DependencyInjection.RegexInlineRouteConstraintSetup";Microsoft.Extensions.DependencyInjection.RegexInlineRouteConstraintSetup;"";"";Singleton;"";Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.AspNetCore.Routing.RouteOptions];Microsoft.Extensions.DependencyInjection.RegexInlineRouteConstraintSetup;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.AspNetCore.Routing.RouteOptions] Lifetime: Transient ImplementationFactory: Microsoft.Extensions.DependencyInjection.ConfigureRouteOptions <AddRoutingCore>b__2(System.IServiceProvider)";"";"";System.Func`2[System.IServiceProvider,Microsoft.Extensions.DependencyInjection.ConfigureRouteOptions];Transient;"";Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.AspNetCore.Routing.RouteOptions];"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";System.Func`2[System.IServiceProvider,Microsoft.Extensions.DependencyInjection.ConfigureRouteOptions];"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.AspNetCore.Routing.RouteOptions] Lifetime: Transient ImplementationType: Microsoft.Extensions.DependencyInjection.MvcCoreRouteOptionsSetup";Microsoft.Extensions.DependencyInjection.MvcCoreRouteOptionsSetup;"";"";Transient;"";Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.AspNetCore.Routing.RouteOptions];Microsoft.Extensions.DependencyInjection.MvcCoreRouteOptionsSetup;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.AspNetCore.Server.Kestrel.Core.KestrelServerOptions] Lifetime: Singleton ImplementationInstance: Microsoft.Extensions.Options.ConfigureNamedOptions`1[Microsoft.AspNetCore.Server.Kestrel.Core.KestrelServerOptions]";"";Microsoft.Extensions.Options.ConfigureNamedOptions`1[Microsoft.AspNetCore.Server.Kestrel.Core.KestrelServerOptions];"";Singleton;"";Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.AspNetCore.Server.Kestrel.Core.KestrelServerOptions];"";"Exception has been thrown by the target of an invocation.";Microsoft.Extensions.Options.ConfigureNamedOptions`1[Microsoft.AspNetCore.Server.Kestrel.Core.KestrelServerOptions];"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.AspNetCore.Server.Kestrel.Core.KestrelServerOptions] Lifetime: Transient ImplementationType: Microsoft.AspNetCore.Server.Kestrel.Core.Internal.KestrelServerOptionsSetup";Microsoft.AspNetCore.Server.Kestrel.Core.Internal.KestrelServerOptionsSetup;"";"";Transient;"";Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.AspNetCore.Server.Kestrel.Core.KestrelServerOptions];Microsoft.AspNetCore.Server.Kestrel.Core.Internal.KestrelServerOptionsSetup;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.AspNetCore.Server.Kestrel.Transport.Quic.QuicTransportOptions] Lifetime: Singleton ImplementationInstance: Microsoft.Extensions.Options.ConfigureNamedOptions`1[Microsoft.AspNetCore.Server.Kestrel.Transport.Quic.QuicTransportOptions]";"";Microsoft.Extensions.Options.ConfigureNamedOptions`1[Microsoft.AspNetCore.Server.Kestrel.Transport.Quic.QuicTransportOptions];"";Singleton;"";Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.AspNetCore.Server.Kestrel.Transport.Quic.QuicTransportOptions];"";"Exception has been thrown by the target of an invocation.";Microsoft.Extensions.Options.ConfigureNamedOptions`1[Microsoft.AspNetCore.Server.Kestrel.Transport.Quic.QuicTransportOptions];"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.Extensions.DependencyInjection.MetricsServiceExtensions+NoOpOptions] Lifetime: Singleton ImplementationType: Microsoft.Extensions.DependencyInjection.MetricsServiceExtensions+SubscriptionActivator";Microsoft.Extensions.DependencyInjection.MetricsServiceExtensions+SubscriptionActivator;"";"";Singleton;"";Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.Extensions.DependencyInjection.MetricsServiceExtensions+NoOpOptions];Microsoft.Extensions.DependencyInjection.MetricsServiceExtensions+SubscriptionActivator;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.Extensions.Diagnostics.Metrics.MetricsOptions] Lifetime: Singleton ImplementationInstance: Microsoft.Extensions.Diagnostics.Metrics.Configuration.MetricsConfigureOptions";"";Microsoft.Extensions.Diagnostics.Metrics.Configuration.MetricsConfigureOptions;"";Singleton;"";Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.Extensions.Diagnostics.Metrics.MetricsOptions];"";"Exception has been thrown by the target of an invocation.";Microsoft.Extensions.Diagnostics.Metrics.Configuration.MetricsConfigureOptions;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.Extensions.Hosting.HostOptions] Lifetime: Singleton ImplementationInstance: Microsoft.Extensions.Options.ConfigureNamedOptions`1[Microsoft.Extensions.Hosting.HostOptions]";"";Microsoft.Extensions.Options.ConfigureNamedOptions`1[Microsoft.Extensions.Hosting.HostOptions];"";Singleton;"";Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.Extensions.Hosting.HostOptions];"";"Exception has been thrown by the target of an invocation.";Microsoft.Extensions.Options.ConfigureNamedOptions`1[Microsoft.Extensions.Hosting.HostOptions];"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.Extensions.Logging.Console.ConsoleFormatterOptions] Lifetime: Singleton ImplementationType: Microsoft.Extensions.Logging.ConsoleFormatterConfigureOptions";Microsoft.Extensions.Logging.ConsoleFormatterConfigureOptions;"";"";Singleton;"";Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.Extensions.Logging.Console.ConsoleFormatterOptions];Microsoft.Extensions.Logging.ConsoleFormatterConfigureOptions;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.Extensions.Logging.Console.ConsoleLoggerOptions] Lifetime: Singleton ImplementationType: Microsoft.Extensions.Logging.ConsoleLoggerConfigureOptions";Microsoft.Extensions.Logging.ConsoleLoggerConfigureOptions;"";"";Singleton;"";Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.Extensions.Logging.Console.ConsoleLoggerOptions];Microsoft.Extensions.Logging.ConsoleLoggerConfigureOptions;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.Extensions.Logging.Console.JsonConsoleFormatterOptions] Lifetime: Singleton ImplementationType: Microsoft.Extensions.Logging.ConsoleFormatterConfigureOptions";Microsoft.Extensions.Logging.ConsoleFormatterConfigureOptions;"";"";Singleton;"";Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.Extensions.Logging.Console.JsonConsoleFormatterOptions];Microsoft.Extensions.Logging.ConsoleFormatterConfigureOptions;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.Extensions.Logging.Console.SimpleConsoleFormatterOptions] Lifetime: Singleton ImplementationType: Microsoft.Extensions.Logging.ConsoleFormatterConfigureOptions";Microsoft.Extensions.Logging.ConsoleFormatterConfigureOptions;"";"";Singleton;"";Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.Extensions.Logging.Console.SimpleConsoleFormatterOptions];Microsoft.Extensions.Logging.ConsoleFormatterConfigureOptions;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.Extensions.Logging.LoggerFactoryOptions] Lifetime: Singleton ImplementationInstance: Microsoft.Extensions.Options.ConfigureNamedOptions`1[Microsoft.Extensions.Logging.LoggerFactoryOptions]";"";Microsoft.Extensions.Options.ConfigureNamedOptions`1[Microsoft.Extensions.Logging.LoggerFactoryOptions];"";Singleton;"";Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.Extensions.Logging.LoggerFactoryOptions];"";"Exception has been thrown by the target of an invocation.";Microsoft.Extensions.Options.ConfigureNamedOptions`1[Microsoft.Extensions.Logging.LoggerFactoryOptions];"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.Extensions.Logging.LoggerFilterOptions] Lifetime: Singleton ImplementationInstance: Microsoft.Extensions.Logging.DefaultLoggerLevelConfigureOptions";"";Microsoft.Extensions.Logging.DefaultLoggerLevelConfigureOptions;"";Singleton;"";Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.Extensions.Logging.LoggerFilterOptions];"";"Exception has been thrown by the target of an invocation.";Microsoft.Extensions.Logging.DefaultLoggerLevelConfigureOptions;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.Extensions.Logging.LoggerFilterOptions] Lifetime: Singleton ImplementationInstance: Microsoft.Extensions.Logging.LoggerFilterConfigureOptions";"";Microsoft.Extensions.Logging.LoggerFilterConfigureOptions;"";Singleton;"";Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.Extensions.Logging.LoggerFilterOptions];"";"Exception has been thrown by the target of an invocation.";Microsoft.Extensions.Logging.LoggerFilterConfigureOptions;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.Extensions.Logging.LoggerFilterOptions] Lifetime: Singleton ImplementationInstance: Microsoft.Extensions.Options.ConfigureNamedOptions`1[Microsoft.Extensions.Logging.LoggerFilterOptions]";"";Microsoft.Extensions.Options.ConfigureNamedOptions`1[Microsoft.Extensions.Logging.LoggerFilterOptions];"";Singleton;"";Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.Extensions.Logging.LoggerFilterOptions];"";"Exception has been thrown by the target of an invocation.";Microsoft.Extensions.Options.ConfigureNamedOptions`1[Microsoft.Extensions.Logging.LoggerFilterOptions];"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.Extensions.Logging.LoggerFilterOptions] Lifetime: Singleton ImplementationType: Microsoft.Extensions.Logging.EventLogFiltersConfigureOptions";Microsoft.Extensions.Logging.EventLogFiltersConfigureOptions;"";"";Singleton;"";Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.Extensions.Logging.LoggerFilterOptions];Microsoft.Extensions.Logging.EventLogFiltersConfigureOptions;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.Extensions.Options.StartupValidatorOptions] Lifetime: Transient ImplementationFactory: Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.Extensions.Options.StartupValidatorOptions] <Configure>b__0(System.IServiceProvider)";"";"";System.Func`2[System.IServiceProvider,Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.Extensions.Options.StartupValidatorOptions]];Transient;"";Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.Extensions.Options.StartupValidatorOptions];"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";System.Func`2[System.IServiceProvider,Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.Extensions.Options.StartupValidatorOptions]];"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.Extensions.Options.StartupValidatorOptions] Lifetime: Transient ImplementationFactory: Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.Extensions.Options.StartupValidatorOptions] <Configure>b__0(System.IServiceProvider)";"";"";System.Func`2[System.IServiceProvider,Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.Extensions.Options.StartupValidatorOptions]];Transient;"";Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.Extensions.Options.StartupValidatorOptions];"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";System.Func`2[System.IServiceProvider,Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.Extensions.Options.StartupValidatorOptions]];"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.Extensions.Options.StartupValidatorOptions] Lifetime: Transient ImplementationFactory: Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.Extensions.Options.StartupValidatorOptions] <Configure>b__0(System.IServiceProvider)";"";"";System.Func`2[System.IServiceProvider,Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.Extensions.Options.StartupValidatorOptions]];Transient;"";Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.Extensions.Options.StartupValidatorOptions];"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";System.Func`2[System.IServiceProvider,Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.Extensions.Options.StartupValidatorOptions]];"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.Extensions.Options.StartupValidatorOptions] Lifetime: Transient ImplementationFactory: Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.Extensions.Options.StartupValidatorOptions] <Configure>b__0(System.IServiceProvider)";"";"";System.Func`2[System.IServiceProvider,Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.Extensions.Options.StartupValidatorOptions]];Transient;"";Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.Extensions.Options.StartupValidatorOptions];"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";System.Func`2[System.IServiceProvider,Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.Extensions.Options.StartupValidatorOptions]];"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.Extensions.Options.StartupValidatorOptions] Lifetime: Transient ImplementationFactory: Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.Extensions.Options.StartupValidatorOptions] <Configure>b__0(System.IServiceProvider)";"";"";System.Func`2[System.IServiceProvider,Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.Extensions.Options.StartupValidatorOptions]];Transient;"";Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.Extensions.Options.StartupValidatorOptions];"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";System.Func`2[System.IServiceProvider,Microsoft.Extensions.Options.IConfigureOptions`1[Microsoft.Extensions.Options.StartupValidatorOptions]];"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Options.IOptions`1[TOptions] Lifetime: Singleton ImplementationType: Microsoft.Extensions.Options.UnnamedOptionsManager`1[TOptions]";Microsoft.Extensions.Options.UnnamedOptionsManager`1[TOptions];"";"";Singleton;"";Microsoft.Extensions.Options.IOptions`1[TOptions];Microsoft.Extensions.Options.UnnamedOptionsManager`1[TOptions];"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Options.IOptionsChangeTokenSource`1[Microsoft.AspNetCore.HostFiltering.HostFilteringOptions] Lifetime: Singleton ImplementationInstance: Microsoft.Extensions.Options.ConfigurationChangeTokenSource`1[Microsoft.AspNetCore.HostFiltering.HostFilteringOptions]";"";Microsoft.Extensions.Options.ConfigurationChangeTokenSource`1[Microsoft.AspNetCore.HostFiltering.HostFilteringOptions];"";Singleton;"";Microsoft.Extensions.Options.IOptionsChangeTokenSource`1[Microsoft.AspNetCore.HostFiltering.HostFilteringOptions];"";"Exception has been thrown by the target of an invocation.";Microsoft.Extensions.Options.ConfigurationChangeTokenSource`1[Microsoft.AspNetCore.HostFiltering.HostFilteringOptions];"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Options.IOptionsChangeTokenSource`1[Microsoft.Extensions.Diagnostics.Metrics.MetricsOptions] Lifetime: Singleton ImplementationInstance: Microsoft.Extensions.Options.ConfigurationChangeTokenSource`1[Microsoft.Extensions.Diagnostics.Metrics.MetricsOptions]";"";Microsoft.Extensions.Options.ConfigurationChangeTokenSource`1[Microsoft.Extensions.Diagnostics.Metrics.MetricsOptions];"";Singleton;"";Microsoft.Extensions.Options.IOptionsChangeTokenSource`1[Microsoft.Extensions.Diagnostics.Metrics.MetricsOptions];"";"Exception has been thrown by the target of an invocation.";Microsoft.Extensions.Options.ConfigurationChangeTokenSource`1[Microsoft.Extensions.Diagnostics.Metrics.MetricsOptions];"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
